,NUMBER,BLOCK,PROCESS,BLOCKTYPE,SHIP TYPE,BLK_WT,BLK_LNTH,BLK_BDTH,BLK_HGHT,PCGCODE,SHIP,SHOP,INTRA,P_LT,LT
5311,5455,101,1,BLK,COT,252,11,23.6,8.6,EB1,SCS4,PAS,IN,41,8
5312,5455,102,1,BLK,COT,168,13.3,10.5,8.6,EB1,C1E4,CAS,IN,41,8
5313,5455,110,1,BLK,COT,172,14.3,9.3,6,AL2,SCS6,GBS,IN,44,41
5314,5455,132,1,BLK,COT,174,20.2,24.2,6.1,EL1,C1S2,GBS,IN,28,6
5315,5455,122,1,BLK,COT,193,20.2,24.7,6.1,EL1,C1S2,GBS,IN,28,10
5316,5455,142,1,BLK,COT,105,20,18,6.1,EL1,C1R3,GBS,IN,32,5
5317,5455,152,1,BLK,COT,114,20,19.3,6.1,EL1,C1R3,GBS,IN,30,4
5318,5455,161,1,BLK,COT,110,15.9,19.5,6.8,ED3,C1S5,CAS,IN,25,7
5319,5455,171,1,BLK,COT,100,15.9,19.9,5.5,ED3,SZG8,PAS,IN,24,8
5320,5455,231,1,BLK,COT,158,20.4,13.4,3,CB1,SZE2,PAS,IN,23,4
5321,5455,109,1,BLK,COT,132,19.9,20.7,4,ED1,SZH2,PAS,IN,23,3
5322,5455,221,1,BLK,COT,143,20.4,13.6,3,CB1,SZE2,PAS,IN,21,5
5323,5455,108,1,BLK,COT,113,20,18.6,7.5,ED1,C5E2,CAS,IN,28,12
5324,5455,192,1,BLK,COT,239,20.6,20.2,7,AL1,C1E1,CAS,IN,41,6
5325,5455,232,1,BLK,COT,238,20.5,19.3,3,CB1,SZE2,PAS,IN,30,11
5326,5455,222,1,BLK,COT,225,20.5,19.2,3,CB1,SZE2,PAS,IN,30,9
5327,5455,633,1,BLK,COT,285,19.8,20,9.3,CS1,T1M1,TBA,IN,36,6
5328,5455,623,1,BLK,COT,285,19.8,20,9.3,CS1,T1M1,TBA,IN,36,6
5329,5455,271,1,BLK,COT,228,20.4,15.5,5.3,CS4,C1E2,GBS,IN,33,6
5330,5455,263,1,BLK,COT,181,19.8,13.5,3.5,CS4,C1E4,GBS,IN,39,6
5331,5455,273,1,BLK,COT,181,19.8,13.5,3.5,CS4,C1E4,GBS,IN,39,6
5332,5455,111,1,BLK,COT,230,6.6,16.6,4.8,AL4,H2G9,GBS,IN,53,20
5333,5455,261,1,BLK,COT,228,20.4,15.5,5.3,CS4,C1E2,GBS,IN,29,6
5334,5455,235,1,BLK,COT,322,20.3,18.6,9.6,CB1,SZE2,PAS,IN,31,9
5335,5455,225,1,BLK,COT,322,20.3,18.6,9.6,CB1,SZE2,PAS,IN,31,6
5336,5455,223,1,BLK,COT,120,19.8,10.1,3,CB1,E2H2,PBS,IN,27,6
5337,5455,233,1,BLK,COT,120,19.8,10.1,3,CB1,E2H2,PBS,IN,27,6
5338,5455,104,1,BRC,COT,184,22.6,18.8,5.1,ED3,C1E2,GBS,IN,40,6
5339,5455,234,1,BLK,COT,275,18.2,18.6,9.6,CB1,SZE2,PAS,IN,44,6
5340,5455,224,1,BLK,COT,275,18.2,18.6,9.6,CB1,SZE2,PAS,IN,44,8
5341,5455,624,1,BLK,COT,243,18.2,20,9.3,CS1,T1M1,TBA,IN,34,6
5342,5455,272,1,BLK,COT,275,20.5,21.7,4.4,CS4,C1E4,GBS,IN,30,8
5343,5455,634,1,BLK,COT,243,18.2,20,9.3,CS1,T1M1,TBA,IN,34,6
5344,5455,262,1,BLK,COT,275,20.5,21.7,4.4,CS4,C1E4,GBS,IN,28,5
5345,5455,113,1,BLK,COT,144,7.6,26.1,6.5,AL4,C1S4,OFD,IN,52,8
5346,5455,182,1,BLK,COT,80,20.6,12.4,7,AL1,C1S1,CAS,IN,31,10
5347,5455,431,1,BLK,COT,61,18.9,9.5,8.1,CT1,C1S6,CAS,IN,15,12
5348,5455,421,1,BLK,COT,61,18.9,9.5,8.1,CT1,C1S6,CAS,IN,15,12
5349,5455,193,1,BLK,COT,144,22.5,19.8,5,AL1,SCS5,PAS,IN,35,9
5350,5455,183,1,BLK,COT,101,20.6,15.8,5,AL1,C5S5,CAS,IN,33,10
5351,5455,236,1,BLK,COT,330,19.6,18.6,9.6,CB1,C1E4,CAS,IN,33,7
5352,5455,226,1,BLK,COT,330,19.6,18.6,9.6,CB1,C1E4,CAS,IN,33,7
5353,5455,621,1,BLK,COT,115,20.4,9.3,3.9,CS2,SCE4,PAS,IN,43,14
5354,5455,631,1,BLK,COT,115,20.4,9.3,3.9,CS2,SCE4,PAS,IN,35,14
5355,5455,533,1,BLK,COT,257,19.8,26.4,8.8,CD1,SZH2,PAS,IN,26,6
5356,5455,523,1,BLK,COT,261,19.8,26.7,8.8,CD1,SZH2,PAS,IN,26,6
5357,5455,635,1,BLK,COT,260,20.3,20.8,5.2,CS1,SZE2,PAS,IN,26,6
5358,5455,625,1,BLK,COT,260,20.3,20.8,5.2,CS1,SZE2,PAS,IN,26,6
5359,5455,661,1,BLK,COT,189,20.4,12.2,9.9,CS2,C1E2,OFD,IN,28,6
5360,5455,626,1,BLK,COT,283,19.6,20.8,9.3,CS1,SZE2,PAS,IN,25,7
5361,5455,636,1,BLK,COT,283,19.6,20.8,9.3,CS1,SZE2,PAS,IN,24,6
5362,5455,671,1,BLK,COT,189,20.4,12.2,9.9,CS2,C1E2,OFD,IN,35,13
5363,5455,529,1,BLK,COT,217,19.5,26.7,8.8,CD1,C1E2,OFD,IN,23,5
5364,5455,539,1,BLK,COT,214,19.5,26.4,8.8,CD1,C1E2,OFD,IN,23,6
5365,5455,541,1,BLK,COT,204,18.4,26.7,8.8,CD1,C1E2,TS3,IN,21,6
5366,5455,551,1,BLK,COT,201,18.4,26.4,8.8,CD1,C1E2,TS3,IN,21,6
5367,5455,524,1,BLK,COT,197,18.2,26.7,8.8,CD1,C1E2,OFD,IN,19,7
5368,5455,534,1,BLK,COT,195,18.2,26.4,8.8,CD1,C1E2,OFD,IN,19,7
5369,5455,521,1,BLK,COT,230,20.4,26.7,8.8,CD1,C1E2,OFD,IN,28,7
5370,5455,531,1,BLK,COT,229,20.4,26.4,8.8,CD1,C5E2,OFD,IN,25,11
5371,5455,554,1,BLK,COT,150,19.8,22.8,8.8,CD1,C5E2,OFD,IN,28,12
5372,5455,544,1,BLK,COT,150,19.8,23.1,8.8,CD1,C1E2,OFD,IN,27,12
5373,5455,238,1,BLK,COT,299,18.4,18.6,9.6,CB1,C1E4,CAS,IN,39,6
5374,5455,241,1,BLK,COT,307,18.4,18.6,9.6,CB1,C1E4,OFD,IN,34,6
5375,5455,251,1,BLK,COT,307,18.4,18.6,9.6,CB1,C1E4,OFD,IN,34,5
5376,5455,228,1,BLK,COT,299,18.4,18.6,9.6,CB1,C1E4,CAS,IN,39,6
5377,5455,203,1,BRC,COT,346,19.8,22.9,3,CB1,C1G9,CAS,IN,35,6
5378,5455,206,1,BRC,COT,355,19.6,22.9,3,CB1,SZE4,PAS,IN,32,7
5379,5455,229,1,BLK,COT,313,19.5,18.6,9.6,CB1,C1E4,CAS,IN,32,6
5380,5455,239,1,BLK,COT,313,19.5,18.6,9.6,CB1,C1E4,CAS,IN,32,6
5381,5455,654,1,BLK,COT,271,19.8,17.7,9.3,CS2,T1P1,TBA,IN,35,12
5382,5455,535,1,BLK,COT,228,20.3,26.4,8.8,CD1,C1E2,CAS,IN,27,6
5383,5455,525,1,BLK,COT,230,20.3,26.7,8.8,CD1,C1E2,CAS,IN,27,7
5384,5455,632,1,BRC,COT,201,20.5,18.3,3.5,CS2,SZE4,PAS,IN,34,13
5385,5455,204,1,BRC,COT,283,18.2,22.9,3,CB1,SZE4,PAS,IN,23,5
5386,5455,209,1,BLK,COT,319,19.5,23,3,CB1,SZE4,PAS,IN,26,7
5387,5455,205,1,BRC,COT,327,20.3,22.9,3,CB1,SZE4,PAS,IN,26,4
5388,5455,722,1,BLK,COT,195,20.5,18.9,8.2,CG1,SZS7,PAS,IN,15,7
5389,5455,622,1,BRC,COT,201,20.5,18.3,3.5,CS2,SZE4,PAS,IN,32,10
5390,5455,801,1,BLK,COT,200,14.6,25.9,3.1,FB1,C1S2,GBS,IN,41,7
5391,5455,644,1,BLK,COT,271,19.8,17.7,9.3,CS2,T1P1,TBA,IN,35,16
5392,5455,211,1,BLK,COT,304,18.4,23,3,CB1,SZE4,PAS,IN,25,6
5393,5455,522,1,BLK,COT,218,20.5,26.7,8.8,CD1,SZH2,PAS,IN,31,8
5394,5455,532,1,BLK,COT,213,20.5,26.4,8.8,CD1,SZH2,PAS,IN,31,8
5395,5455,732,1,BLK,COT,196,20.5,18.9,8.2,CG1,SZS7,PAS,IN,17,10
5396,5455,629,1,BLK,COT,256,19.5,20.8,5.2,CS1,SZE2,PAS,IN,25,5
5397,5455,639,1,BLK,COT,256,19.5,20.8,5.2,CS1,SZE2,PAS,IN,25,5
5398,5455,227,1,BLK,COT,307,18.7,18.6,9.6,CB1,C1E4,OFD,IN,35,7
5399,5455,237,1,BLK,COT,307,18.7,18.6,9.6,CB1,C1E4,OFD,IN,35,7
5400,5455,254,1,BLK,COT,194,19.8,15.3,3,CB1,T1E2,TBA,IN,24,6
5401,5455,244,1,BLK,COT,180,19.8,15.2,3,CB1,C1E2,CAS,IN,24,7
5402,5455,294,1,BLK,COT,234,19.8,18.3,5.1,CS4,C1E2,OFD,IN,30,11
5403,5455,284,1,BLK,COT,234,19.8,18.3,5.1,CS4,C1E2,OFD,IN,30,12
5404,5455,651,1,BLK,COT,260,18.4,20.8,9.3,CS1,SZE4,PAS,IN,23,6
5405,5455,641,1,BLK,COT,260,18.4,20.8,9.3,CS1,SZE4,PAS,IN,23,6
5406,5455,832,1,BLK,COT,100,14.6,16.4,4.6,FL1,C1S2,CAS,IN,36,6
5407,5455,627,1,BLK,COT,264,18.7,20.8,5.2,CS1,SZE2,PAS,IN,24,6
5408,5455,637,1,BLK,COT,264,18.7,20.8,5.2,CS1,SZE2,PAS,IN,24,6
5409,5455,824,1,BLK,COT,145,14.6,19.9,7.6,FL1,C1M2,CAS,IN,28,7
5410,5455,822,1,BLK,COT,109,14.6,18.6,4.6,FL1,C1S2,CAS,IN,36,7
5411,5455,628,1,BLK,COT,269,18.4,20.8,9.3,CS1,SZE2,PAS,IN,26,6
5412,5455,638,1,BLK,COT,269,18.4,20.8,9.3,CS1,SZE2,PAS,IN,26,6
5413,5455,723,1,BRC,COT,237,19.8,18.9,12.5,CG1,SCE2,PAS,IN,28,6
5414,5455,208,1,BLK,COT,321,18.4,22.9,3,CB1,SZE4,PAS,IN,26,6
5415,5455,834,1,BLK,COT,130,14.6,17.8,7.6,FL1,C1M2,CAS,IN,33,5
5416,5455,823,1,BLK,COT,190,14.6,20.2,5.4,FL1,C1S2,CAS,IN,40,12
5417,5455,833,1,BLK,COT,162,14.6,18.1,5.4,FL1,C1S2,CAS,IN,39,13
5418,5455,733,1,BRC,COT,231,19.8,18.9,10.4,CG1,SCE2,PAS,IN,27,6
5419,5455,825,1,BLK,COT,144,14.6,20.7,5.6,FL1,C1M2,CAS,IN,33,12
5420,5455,207,1,BLK,COT,305,18.7,22.9,3,CB1,SZE4,PAS,IN,19,6
5421,5455,739,1,BLK,COT,175,19.5,18.9,8.2,CG1,SZS7,PAS,IN,11,5
5422,5455,729,1,BLK,COT,175,19.5,18.9,8.2,CG1,SZS7,PAS,IN,9,6
5423,5455,561,1,BLK,COT,17,5.7,10.2,3.1,CD3,C1E2,CAS,IN,22,0
5424,5455,571,1,BLK,COT,17,5.7,10.2,3.1,CD3,C1E2,CAS,IN,22,0
5425,5455,528,1,BLK,COT,245,18.4,26.7,8.8,CD1,C1E2,CAS,IN,27,5
5426,5455,538,1,BLK,COT,240,18.4,26.4,8.8,CD1,C1E2,CAS,IN,27,6
5427,5455,835,1,BLK,COT,126,14.6,18.7,5.6,FL1,C1M2,CAS,IN,27,14
5428,5455,726,1,BRC,COT,225,19.6,18.9,12.5,CG1,SCE2,PAS,IN,24,6
5429,5455,436,1,BLK,COT,72,18.9,9.4,6.5,CT1,SZG9,PAS,IN,14,10
5430,5455,426,1,BLK,COT,72,18.9,9.4,6.5,CT1,SZG9,PAS,IN,14,10
5431,5455,802,1,BLK,COT,71,9.1,17.2,7.7,FB2,C5S1,CAS,IN,22,7
5432,5455,728,1,BLK,COT,219,18.4,18.9,12.5,CG1,SCE2,PAS,IN,25,6
5433,5455,736,1,BRC,COT,235,19.6,18.9,10.4,CG1,SCE2,PAS,IN,21,6
5434,5455,724,1,BRC,COT,148,18.2,18.9,8.2,CG1,SZG9,PAS,IN,9,9
5435,5455,734,1,BRC,COT,148,18.2,18.9,8.2,CG1,SZG9,PAS,IN,10,7
5436,5455,725,1,BRC,COT,188,20.3,18.9,8.2,CG1,SZG9,PAS,IN,9,6
5437,5455,735,1,BRC,COT,188,20.3,18.9,8.2,CG1,SZG9,PAS,IN,12,7
5438,5455,441,1,BLK,COT,35,15.9,9.4,3.3,CT1,SCS6,PAS,IN,10,3
5439,5455,451,1,BLK,COT,35,15.9,9.4,3.3,CT1,SCS6,PAS,IN,10,3
5440,5455,427,1,BLK,COT,36,15.9,9.4,3.3,CT1,SCS6,PAS,IN,10,3
5441,5455,437,1,BLK,COT,36,15.9,9.4,3.3,CT1,SCS6,PAS,IN,10,3
5442,5455,727,1,BLK,COT,175,18.7,18.9,8.2,CG1,SZG9,PAS,IN,9,7
5443,5455,428,1,BLK,COT,72,18.9,9.4,6.5,CT1,SCS6,PAS,IN,12,2
5444,5455,438,1,BLK,COT,72,18.9,9.4,6.5,CT1,SCS6,PAS,IN,12,2
5445,5455,737,1,BRC,COT,175,18.7,18.9,8.2,CG1,SZG9,PAS,IN,11,6
5446,5455,738,1,BRC,COT,213,18.4,18.9,10.4,CG1,SZH2,PAS,IN,20,7
5447,5456,121,1,BLK,COT,144,15.8,13.5,6.8,EB1,S1R1,3DS,IN,53,11
5448,5456,101,1,BLK,COT,252,11,23.6,8.6,EB1,SCS2,PAS,IN,50,12
5449,5456,131,1,BLK,COT,205,15.8,15.5,6.8,EB1,C5S1,CAS,IN,49,15
5450,5456,132,1,BLK,COT,174,20.2,24.2,6.1,EL1,C1S2,OFD,IN,38,7
5451,5456,102,1,BLK,COT,168,13.3,10.5,8.6,EB1,C1E4,CAS,IN,48,8
5452,5456,122,1,BLK,COT,193,20.2,24.7,6.1,EL1,C1S2,OFD,IN,38,5
5453,5456,110,1,BLK,COT,172,14.3,9.3,6,AL2,SCS6,GBS,IN,49,28
5454,5456,142,1,BLK,COT,105,20,18,6.1,EL1,C1R1,GBS,IN,34,3
5455,5456,152,1,BLK,COT,114,20,19.3,6.1,EL1,C1R1,GBS,IN,34,4
5456,5456,161,1,BLK,COT,110,15.9,19.5,6.8,ED3,C5S5,CAS,IN,23,6
5457,5456,171,1,BLK,COT,100,15.9,19.9,5.5,ED3,C5S5,CAS,IN,22,4
5458,5456,231,1,BLK,COT,158,20.4,13.4,3,CB1,SZE2,PAS,IN,30,11
5459,5456,221,1,BLK,COT,143,20.4,13.6,3,CB1,SZE2,PAS,IN,30,11
5460,5456,143,1,BLK,COT,173,21.6,22,6,EL1,C1M1,GBS,IN,50,11
5461,5456,123,1,BLK,COT,222,18.6,24,6,EL1,C5E8,CAS,IN,44,11
5462,5456,271,1,BLK,COT,228,20.4,15.5,5.3,CS4,C1E2,GBS,IN,41,6
5463,5456,261,1,BLK,COT,228,20.4,15.5,5.3,CS4,C1E2,GBS,IN,41,7
5464,5456,192,1,BLK,COT,239,20.6,20.2,7,AL1,C1E1,GBS,IN,49,10
5465,5456,133,1,BLK,COT,183,18.6,22.7,6,EL1,C5E8,CAS,IN,48,6
5466,5456,153,1,BLK,COT,158,21.6,23.7,6,EL1,CPG9,GBS,IN,35,5
5467,5456,273,1,BLK,COT,181,19.8,13.5,3.5,CS4,C1E4,GBS,IN,43,7
5468,5456,263,1,BLK,COT,181,19.8,13.5,3.5,CS4,C1E4,GBS,IN,42,9
5469,5456,104,1,BRC,COT,184,22.6,18.8,5.1,ED3,C5E2,CAS,IN,34,10
5470,5456,111,1,BLK,COT,230,6.6,16.6,4.8,AL4,H2G9,GBS,IN,52,13
5471,5456,182,1,BLK,COT,80,20.6,12.4,7,AL1,C1S1,GBS,IN,34,6
5472,5456,272,1,BLK,COT,275,20.5,21.7,4.4,CS4,C1E4,OFD,IN,35,7
5473,5456,552,1,BLK,COT,221,18.2,26.4,8.8,CD1,SZH2,PAS,IN,47,7
5474,5456,113,1,BLK,COT,144,7.6,26.1,6.5,AL4,C1S4,GBS,IN,40,8
5475,5456,262,1,BLK,COT,275,20.5,21.7,4.4,CS4,C1E4,OFD,IN,28,10
5476,5456,431,1,BLK,COT,61,18.9,9.5,8.1,CT1,C1S6,CAS,IN,16,7
5477,5456,421,1,BLK,COT,61,18.9,9.5,8.1,CT1,C1S6,CAS,IN,16,7
5478,5456,222,1,BLK,COT,225,20.5,19.2,3,CB1,SZE2,PAS,IN,21,7
5479,5456,232,1,BLK,COT,238,20.5,19.3,3,CB1,SZE2,PAS,IN,21,6
5480,5456,234,1,BLK,COT,275,18.2,18.6,9.6,CB1,SZE2,PAS,IN,35,6
5481,5456,236,1,BLK,COT,330,19.6,18.6,9.6,CB1,C1E4,TS3,IN,35,6
5482,5456,224,1,BLK,COT,275,18.2,18.6,9.6,CB1,SZE2,PAS,IN,32,7
5483,5456,226,1,BLK,COT,330,19.6,18.6,9.6,CB1,C1E4,TS3,IN,35,6
5484,5456,633,1,BLK,COT,285,19.8,20,9.3,CS1,T1M1,TBA,IN,22,6
5485,5456,623,1,BLK,COT,285,19.8,20,9.3,CS1,T1M1,TBA,IN,22,6
5486,5456,233,1,BLK,COT,120,19.8,10.1,3,CB1,SZE2,PAS,IN,25,6
5487,5456,223,1,BLK,COT,120,19.8,10.1,3,CB1,SZE2,PAS,IN,25,7
5488,5456,631,1,BLK,COT,115,20.4,9.3,3.9,CS2,C5M1,CAS,IN,35,12
5489,5456,621,1,BLK,COT,115,20.4,9.3,3.9,CS2,C5M1,CAS,IN,33,8
5490,5456,212,1,BLK,COT,330,18.2,23,3,CB1,C1E4,CAS,IN,35,7
5491,5456,634,1,BLK,COT,243,18.2,20,9.3,CS1,T1M1,TBA,IN,22,3
5492,5456,624,1,BLK,COT,243,18.2,20,9.3,CS1,T1M1,TBA,IN,22,6
5493,5456,235,1,BLK,COT,322,20.3,18.6,9.6,CB1,C1E4,CAS,IN,29,8
5494,5456,225,1,BLK,COT,322,20.3,18.6,9.6,CB1,C1E4,CAS,IN,29,7
5495,5456,671,1,BLK,COT,189,20.4,12.2,9.9,CS2,C1E2,OFD,IN,25,4
5496,5456,626,1,BLK,COT,283,19.6,20.8,9.3,CS1,SZE2,PAS,IN,25,7
5497,5456,252,1,BLK,COT,292,18.2,18.5,9.6,CB1,C1E4,GBS,IN,36,6
5498,5456,644,1,BLK,COT,271,19.8,17.7,9.3,CS2,T1P1,TBA,IN,28,11
5499,5456,554,1,BLK,COT,150,19.8,22.8,8.8,CD1,C5E2,CAS,IN,20,6
5500,5456,654,1,BLK,COT,271,19.8,17.7,9.3,CS2,T1P1,TBA,IN,27,6
5501,5456,661,1,BLK,COT,189,20.4,12.2,9.9,CS2,C1E2,OFD,IN,24,6
5502,5456,635,1,BLK,COT,260,20.3,20.8,5.2,CS1,SZE2,PAS,IN,21,7
5503,5456,625,1,BLK,COT,260,20.3,20.8,5.2,CS1,SZE2,PAS,IN,21,9
5504,5456,636,1,BLK,COT,283,19.6,20.8,9.3,CS1,SZC1,PAS,IN,24,6
5505,5456,826,1,BLK,COT,175,20.7,22.5,4.9,FD1,C5S8,CAS,IN,37,7
5506,5456,542,1,BLK,COT,224,18.2,26.7,8.8,CD1,SZH2,PAS,IN,21,7
5507,5456,544,1,BLK,COT,150,19.8,23.1,8.8,CD1,C5E2,CAS,IN,19,6
5508,5456,836,1,BLK,COT,157,5.6,18.7,5.7,FL1,C5S8,CAS,IN,37,12
5509,5456,242,1,BLK,COT,292,18.2,18.5,9.6,CB1,SZE2,PAS,IN,35,6
5510,5456,228,1,BLK,COT,299,18.4,18.6,9.6,CB1,C1E4,CAS,IN,32,6
5511,5456,521,1,BLK,COT,230,20.4,26.7,8.8,CD1,C5E2,CAS,IN,20,5
5512,5456,238,1,BLK,COT,299,18.4,18.6,9.6,CB1,C1E4,CAS,IN,32,7
5513,5456,531,1,BLK,COT,229,20.4,26.4,8.8,CD1,C1E2,CAS,IN,16,7
5514,5456,632,1,BRC,COT,201,20.5,18.3,3.5,CS2,SZE4,PAS,IN,24,9
5515,5456,622,1,BRC,COT,201,20.5,18.3,3.5,CS2,SZE4,PAS,IN,23,12
5516,5456,105,1,BRC,COT,39,8.7,8,6,ED2,C5S9,CAS,IN,27,7
5517,5456,244,1,BLK,COT,180,19.8,15.2,3,CB1,C1E2,CAS,IN,20,7
5518,5456,254,1,BLK,COT,194,19.8,15.3,3,CB1,C1E2,CAS,IN,20,7
5519,5456,642,1,BLK,COT,262,18.2,20.8,9.3,CS2,SZE4,PAS,IN,25,8
5520,5456,284,1,BLK,COT,234,19.8,18.3,5.1,CS4,C1E2,OFD,IN,25,7
5521,5456,652,1,BLK,COT,262,18.2,20.8,9.3,CS2,SZE4,PAS,IN,25,9
5522,5456,294,1,BLK,COT,234,19.8,18.3,5.1,CS4,C1E2,OFD,IN,25,7
5523,5456,203,1,BRC,COT,346,19.8,22.9,3,CB1,SZE4,PAS,IN,20,6
5524,5456,204,1,BRC,COT,283,18.2,22.9,3,CB1,SZE4,PAS,IN,19,6
5525,5456,206,1,BRC,COT,355,19.6,22.9,3,CB1,SZE4,PAS,IN,20,7
5526,5456,801,1,BLK,COT,200,14.6,25.9,3.1,FB1,C5S2,CAS,IN,39,6
5527,5456,543,1,BLK,COT,187,20.5,26.1,8.8,CD1,C1E2,CAS,IN,17,4
5528,5456,553,1,BLK,COT,183,20.5,25.8,8.8,CD1,C1E2,CAS,IN,17,4
5529,5456,627,1,BLK,COT,264,18.7,20.8,5.2,CS1,SZE2,PAS,IN,18,5
5530,5456,237,1,BLK,COT,307,18.7,18.6,9.6,CB1,C1E4,CAS,IN,28,9
5531,5456,637,1,BLK,COT,264,18.7,20.8,5.2,CS1,SZE2,PAS,IN,18,4
5532,5456,227,1,BLK,COT,307,18.7,18.6,9.6,CB1,C1E4,CAS,IN,28,9
5533,5456,525,1,BLK,COT,230,20.3,26.7,8.8,CD1,C1E2,CAS,IN,16,7
5534,5456,535,1,BLK,COT,228,20.3,26.4,8.8,CD1,C1E2,CAS,IN,16,6
5535,5456,822,1,BLK,COT,109,14.6,18.6,4.6,FL1,C1S2,CAS,IN,28,7
5536,5456,628,1,BLK,COT,269,18.4,20.8,9.3,CS1,SZE2,PAS,IN,20,8
5537,5456,638,1,BLK,COT,269,18.4,20.8,9.3,CS1,SZE2,PAS,IN,20,7
5538,5456,283,1,BLK,COT,187,20.5,16.1,4.9,CS4,SCS1,GBS,IN,22,10
5539,5456,208,1,BLK,COT,321,18.4,22.9,3,CB1,SZE4,PAS,IN,20,7
5540,5456,205,1,BRC,COT,327,20.3,22.9,3,CB1,SZE4,PAS,IN,20,7
5541,5456,832,1,BLK,COT,100,14.6,16.4,4.6,FL1,C1S2,CAS,IN,28,8
5542,5456,293,1,BLK,COT,187,20.5,16.1,4.9,CS4,C1E2,GBS,IN,22,5
5543,5456,722,1,BLK,COT,195,20.5,18.9,8.2,CG1,SZS7,PAS,IN,11,7
5544,5456,243,1,BLK,COT,276,20.5,20.5,3,CB1,SZE2,PAS,IN,18,8
5545,5456,253,1,BLK,COT,291,20.5,20.7,3,CB1,SZE2,PAS,IN,18,8
5546,5456,732,1,BLK,COT,196,20.5,18.9,8.2,CG1,SZS7,PAS,IN,9,6
5547,5456,207,1,BLK,COT,305,18.7,22.9,3,CB1,SZE4,PAS,IN,17,7
5548,5456,805,1,BLK,COT,62,5.6,18.7,5.7,FL1,SCS3,PAS,IN,20,8
5549,5456,643,1,BLK,COT,247,20.5,20.3,5.2,CS2,C5M3,CAS,IN,22,5
5550,5456,653,1,BLK,COT,247,20.5,20.3,5.2,CS2,C1M3,CAS,IN,22,7
5551,5456,723,1,BRC,COT,237,19.8,18.9,12.5,CG1,SZS7,PAS,IN,25,7
5552,5456,733,1,BRC,COT,231,19.8,18.9,10.4,CG1,SZH2,PAS,IN,20,6
5553,5456,107,1,BRC,COT,16,13,10,1.8,ED2,C1S6,CAS,IN,13,7
5554,5456,802,1,BLK,COT,71,9.1,17.2,7.7,FB2,C5S3,CAS,IN,20,7
5555,5456,433,1,BLK,COT,70,18.9,9.4,6.5,CT1,SCS6,PAS,IN,10,4
5556,5456,423,1,BLK,COT,70,18.9,9.4,6.5,CT1,SCS6,PAS,IN,10,4
5557,5456,561,1,BLK,COT,17,5.7,10.2,3.1,CD3,C1E2,CAS,IN,21,-1
5558,5456,571,1,BLK,COT,17,5.7,10.2,3.1,CD3,C1E2,CAS,IN,21,-1
5559,5456,434,1,BLK,COT,35,15.9,9.4,3.3,CT1,SCS6,PAS,IN,10,10
5560,5456,424,1,BLK,COT,35,15.9,9.4,3.3,CT1,SCS6,PAS,IN,10,10
5561,5456,426,1,BLK,COT,72,18.9,9.4,6.5,CT1,SCS6,PAS,IN,12,8
5562,5456,436,1,BLK,COT,72,18.9,9.4,6.5,CT1,SCS6,PAS,IN,12,8
5563,5456,726,1,BRC,COT,225,19.6,18.9,12.5,CG1,SCE2,TS3,IN,28,11
5564,5456,724,1,BRC,COT,148,18.2,18.9,8.2,CG1,SCS6,PAS,IN,15,7
5565,5456,736,1,BRC,COT,235,19.6,18.9,10.4,CG1,SCE2,TS3,IN,26,14
5566,5456,728,1,BLK,COT,219,18.4,18.9,12.5,CG1,SCE2,TS3,IN,26,9
5567,5456,734,1,BRC,COT,148,18.2,18.9,8.2,CG1,SCS6,PAS,IN,15,8
5568,5456,725,1,BRC,COT,188,20.3,18.9,8.2,CG1,SCS7,PAS,IN,17,9
5569,5456,735,1,BRC,COT,188,20.3,18.9,8.2,CG1,C1S7,CAS,IN,15,10
5570,5456,428,1,BLK,COT,72,18.9,9.4,6.5,CT1,SCS6,PAS,IN,13,7
5571,5456,438,1,BLK,COT,72,18.9,9.4,6.5,CT1,SCS6,PAS,IN,13,7
5572,5456,727,1,BLK,COT,175,18.7,18.9,8.2,CG1,C1S7,CAS,IN,11,7
5573,5456,737,1,BLK,COT,175,18.7,18.9,8.2,CG1,C1S7,CAS,IN,14,3
5574,5456,738,1,BRC,COT,213,18.4,18.9,10.4,CG1,SCE2,TS3,IN,16,7
5575,5457,121,1,BLK,COT,144,15.8,13.5,6.8,EB1,C1E1,CAS,IN,62,9
5576,5457,131,1,BLK,COT,205,15.8,15.5,6.8,EB1,C5E1,CAS,IN,55,6
5577,5457,101,1,BLK,COT,252,11,23.6,8.6,EB1,SCS2,PAS,IN,51,7
5578,5457,102,1,BLK,COT,168,13.3,10.5,8.6,EB1,C1E4,CAS,IN,45,10
5579,5457,110,1,BLK,COT,172,14.3,9.3,6,AL2,SCS6,GBS,IN,60,41
5580,5457,122,1,BLK,COT,193,20.2,24.7,6.1,EL1,C1S2,OFD,IN,39,6
5581,5457,132,1,BLK,COT,174,20.2,24.2,6.1,EL1,C1S2,OFD,IN,39,5
5582,5457,154,1,BLK,COT,154,21.5,19.3,6.5,EL1,C5E3,CAS,IN,35,9
5583,5457,144,1,BLK,COT,179,21.5,20,6.5,EL1,C1H2,OFD,IN,35,9
5584,5457,171,1,BLK,COT,100,15.9,19.9,5.5,ED3,SZG8,PAS,IN,25,3
5585,5457,124,1,BLK,COT,155,18.5,19,6.5,EL1,C5S2,CAS,IN,50,10
